-3.78E+01	4.14E+01	-2.33E+01	2.64E+01
-3.78E+01	4.30E+01	-2.31E+01	2.78E+01
-3.78E+01	4.45E+01	-2.30E+01	2.92E+01
-3.78E+01	4.60E+01	-2.27E+01	3.04E+01
-3.59E+01	-4.60E+01	-2.14E+01	-3.06E+01
-3.59E+01	-4.45E+01	-2.16E+01	-2.93E+01
-3.59E+01	-4.30E+01	-2.17E+01	-2.79E+01
-3.59E+01	-4.14E+01	-2.18E+01	-2.65E+01
-3.59E+01	-3.96E+01	-2.20E+01	-2.51E+01
-3.59E+01	-3.78E+01	-2.21E+01	-2.37E+01
-3.59E+01	-3.59E+01	-2.23E+01	-2.23E+01
-3.59E+01	-3.39E+01	-2.25E+01	-2.09E+01
-3.59E+01	-3.19E+01	-2.27E+01	-1.95E+01
-3.59E+01	-2.97E+01	-2.30E+01	-1.80E+01
-3.59E+01	-2.74E+01	-2.32E+01	-1.66E+01
-3.59E+01	-2.50E+01	-2.35E+01	-1.51E+01
-3.59E+01	-2.25E+01	-2.37E+01	-1.35E+01
-3.59E+01	-1.99E+01	-2.39E+01	-1.20E+01
-3.59E+01	-1.73E+01	-2.42E+01	-1.04E+01
-3.59E+01	-1.45E+01	-2.43E+01	-8.69E+00
-3.59E+01	-1.17E+01	-2.45E+01	-7.00E+00
-3.59E+01	-8.83E+00	-2.46E+01	-5.28E+00
-3.59E+01	-5.91E+00	-2.47E+01	-3.53E+00
-3.59E+01	-2.96E+00	-2.48E+01	-1.77E+00
-3.59E+01	0.00E+00	-2.48E+01	0.00E+00
-3.59E+01	2.96E+00	-2.48E+01	1.77E+00
-3.59E+01	5.91E+00	-2.47E+01	3.53E+00
-3.59E+01	8.83E+00	-2.46E+01	5.28E+00
-3.59E+01	1.17E+01	-2.45E+01	7.00E+00
-3.59E+01	1.45E+01	-2.43E+01	8.69E+00
-3.59E+01	1.73E+01	-2.42E+01	1.04E+01
-3.59E+01	1.99E+01	-2.39E+01	1.20E+01
-3.59E+01	2.25E+01	-2.37E+01	1.35E+01
-3.59E+01	2.50E+01	-2.35E+01	1.51E+01
-3.59E+01	2.74E+01	-2.32E+01	1.66E+01
-3.59E+01	2.97E+01	-2.30E+01	1.80E+01
-3.59E+01	3.19E+01	-2.27E+01	1.95E+01
-3.59E+01	3.39E+01	-2.25E+01	2.09E+01
-3.59E+01	3.59E+01	-2.23E+01	2.23E+01
-3.59E+01	3.78E+01	-2.21E+01	2.37E+01
-3.59E+01	3.96E+01	-2.20E+01	2.51E+01
-3.59E+01	4.14E+01	-2.18E+01	2.65E+01
-3.59E+01	4.30E+01	-2.17E+01	2.79E+01
-3.59E+01	4.45E+01	-2.16E+01	2.93E+01
-3.59E+01	4.60E+01	-2.14E+01	3.06E+01
-3.39E+01	-4.60E+01	-2.00E+01	-3.08E+01
-3.39E+01	-4.45E+01	-2.01E+01	-2.94E+01
-3.39E+01	-4.30E+01	-2.02E+01	-2.80E+01
-3.39E+01	-4.14E+01	-2.03E+01	-2.66E+01
-3.39E+01	-3.96E+01	-2.05E+01	-2.53E+01
-3.39E+01	-3.78E+01	-2.07E+01	-2.39E+01
-3.39E+01	-3.59E+01	-2.09E+01	-2.25E+01
-3.39E+01	-3.39E+01	-2.11E+01	-2.11E+01
-3.39E+01	-3.19E+01	-2.14E+01	-1.97E+01
-3.39E+01	-2.97E+01	-2.16E+01	-1.83E+01
-3.39E+01	-2.74E+01	-2.19E+01	-1.68E+01
-3.39E+01	-2.50E+01	-2.22E+01	-1.53E+01
-3.39E+01	-2.25E+01	-2.24E+01	-1.38E+01
-3.39E+01	-1.99E+01	-2.27E+01	-1.22E+01
-3.39E+01	-1.73E+01	-2.29E+01	-1.06E+01
-3.39E+01	-1.45E+01	-2.31E+01	-8.87E+00
-3.39E+01	-1.17E+01	-2.32E+01	-7.15E+00
-3.39E+01	-8.83E+00	-2.34E+01	-5.39E+00
-3.39E+01	-5.91E+00	-2.35E+01	-3.61E+00
-3.39E+01	-2.96E+00	-2.35E+01	-1.81E+00
-3.39E+01	0.00E+00	-2.35E+01	0.00E+00
-3.39E+01	2.96E+00	-2.35E+01	1.81E+00
-3.39E+01	5.91E+00	-2.35E+01	3.61E+00
-3.39E+01	8.83E+00	-2.34E+01	5.39E+00
-3.39E+01	1.17E+01	-2.32E+01	7.15E+00
-3.39E+01	1.45E+01	-2.31E+01	8.87E+00
-3.39E+01	1.73E+01	-2.29E+01	1.06E+01
-3.39E+01	1.99E+01	-2.27E+01	1.22E+01
-3.39E+01	2.25E+01	-2.24E+01	1.38E+01
-3.39E+01	2.50E+01	-2.22E+01	1.53E+01
-3.39E+01	2.74E+01	-2.19E+01	1.68E+01
-3.39E+01	2.97E+01	-2.16E+01	1.83E+01
-3.39E+01	3.19E+01	-2.14E+01	1.97E+01
-3.39E+01	3.39E+01	-2.11E+01	2.11E+01
-3.39E+01	3.59E+01	-2.09E+01	2.25E+01
-3.39E+01	3.78E+01	-2.07E+01	2.39E+01
-3.39E+01	3.96E+01	-2.05E+01	2.53E+01
-3.39E+01	4.14E+01	-2.03E+01	2.66E+01
-3.39E+01	4.30E+01	-2.02E+01	2.80E+01
-3.39E+01	4.45E+01	-2.01E+01	2.94E+01
-3.39E+01	4.60E+01	-2.00E+01	3.08E+01
-3.19E+01	-4.60E+01	-1.85E+01	-3.09E+01
-3.19E+01	-4.45E+01	-1.86E+01	-2.95E+01
-3.19E+01	-4.30E+01	-1.87E+01	-2.81E+01
-3.19E+01	-4.14E+01	-1.89E+01	-2.68E+01
-3.19E+01	-3.96E+01	-1.91E+01	-2.54E+01
-3.19E+01	-3.78E+01	-1.93E+01	-2.41E+01
-3.19E+01	-3.59E+01	-1.95E+01	-2.27E+01
-3.19E+01	-3.39E+01	-1.97E+01	-2.14E+01
-3.19E+01	-3.19E+01	-2.00E+01	-2.00E+01
-3.19E+01	-2.97E+01	-2.03E+01	-1.86E+01
-3.19E+01	-2.74E+01	-2.05E+01	-1.71E+01
-3.19E+01	-2.50E+01	-2.08E+01	-1.56E+01
-3.19E+01	-2.25E+01	-2.11E+01	-1.40E+01
-3.19E+01	-1.99E+01	-2.13E+01	-1.24E+01
-3.19E+01	-1.73E+01	-2.15E+01	-1.08E+01
-3.19E+01	-1.45E+01	-2.17E+01	-9.05E+00
-3.19E+01	-1.17E+01	-2.19E+01	-7.29E+00
-3.19E+01	-8.83E+00	-2.20E+01	-5.50E+00
-3.19E+01	-5.91E+00	-2.21E+01	-3.68E+00
-3.19E+01	-2.96E+00	-2.22E+01	-1.85E+00
-3.19E+01	0.00E+00	-2.22E+01	0.00E+00
-3.19E+01	2.96E+00	-2.22E+01	1.85E+00
-3.19E+01	5.91E+00	-2.21E+01	3.68E+00
-3.19E+01	8.83E+00	-2.20E+01	5.50E+00
-3.19E+01	1.17E+01	-2.19E+01	7.29E+00
-3.19E+01	1.45E+01	-2.17E+01	9.05E+00
-3.19E+01	1.73E+01	-2.15E+01	1.08E+01
-3.19E+01	1.99E+01	-2.13E+01	1.24E+01
-3.19E+01	2.25E+01	-2.11E+01	1.40E+01
-3.19E+01	2.50E+01	-2.08E+01	1.56E+01
-3.19E+01	2.74E+01	-2.05E+01	1.71E+01
-3.19E+01	2.97E+01	-2.03E+01	1.86E+01
-3.19E+01	3.19E+01	-2.00E+01	2.00E+01
-3.19E+01	3.39E+01	-1.97E+01	2.14E+01
-3.19E+01	3.59E+01	-1.95E+01	2.27E+01
-3.19E+01	3.78E+01	-1.93E+01	2.41E+01
-3.19E+01	3.96E+01	-1.91E+01	2.54E+01
-3.19E+01	4.14E+01	-1.89E+01	2.68E+01
-3.19E+01	4.30E+01	-1.87E+01	2.81E+01
-3.19E+01	4.45E+01	-1.86E+01	2.95E+01
-3.19E+01	4.60E+01	-1.85E+01	3.09E+01
-2.97E+01	-4.60E+01	-1.70E+01	-3.10E+01
-2.97E+01	-4.45E+01	-1.71E+01	-2.96E+01
-2.97E+01	-4.30E+01	-1.72E+01	-2.82E+01
-2.97E+01	-4.14E+01	-1.74E+01	-2.69E+01
-2.97E+01	-3.96E+01	-1.76E+01	-2.56E+01
-2.97E+01	-3.78E+01	-1.78E+01	-2.43E+01
-2.97E+01	-3.59E+01	-1.80E+01	-2.30E+01
-2.97E+01	-3.39E+01	-1.83E+01	-2.16E+01
-2.97E+01	-3.19E+01	-1.86E+01	-2.03E+01
-2.97E+01	-2.97E+01	-1.88E+01	-1.88E+01
-2.97E+01	-2.74E+01	-1.91E+01	-1.74E+01
-2.97E+01	-2.50E+01	-1.94E+01	-1.59E+01
-2.97E+01	-2.25E+01	-1.97E+01	-1.43E+01
-2.97E+01	-1.99E+01	-1.99E+01	-1.27E+01
-2.97E+01	-1.73E+01	-2.01E+01	-1.10E+01
-2.97E+01	-1.45E+01	-2.03E+01	-9.22E+00
-2.97E+01	-1.17E+01	-2.05E+01	-7.44E+00
-2.97E+01	-8.83E+00	-2.06E+01	-5.61E+00
-2.97E+01	-5.91E+00	-2.07E+01	-3.76E+00
-2.97E+01	-2.96E+00	-2.07E+01	-1.88E+00
-2.97E+01	0.00E+00	-2.08E+01	0.00E+00
-2.97E+01	2.96E+00	-2.07E+01	1.88E+00
-2.97E+01	5.91E+00	-2.07E+01	3.76E+00
-2.97E+01	8.83E+00	-2.06E+01	5.61E+00
-2.97E+01	1.17E+01	-2.05E+01	7.44E+00
-2.97E+01	1.45E+01	-2.03E+01	9.22E+00
-2.97E+01	1.73E+01	-2.01E+01	1.10E+01
-2.97E+01	1.99E+01	-1.99E+01	1.27E+01
-2.97E+01	2.25E+01	-1.97E+01	1.43E+01
-2.97E+01	2.50E+01	-1.94E+01	1.59E+01
-2.97E+01	2.74E+01	-1.91E+01	1.74E+01
-2.97E+01	2.97E+01	-1.88E+01	1.88E+01
-2.97E+01	3.19E+01	-1.86E+01	2.03E+01
-2.97E+01	3.39E+01	-1.83E+01	2.16E+01
-2.97E+01	3.59E+01	-1.80E+01	2.30E+01
-2.97E+01	3.78E+01	-1.78E+01	2.43E+01
-2.97E+01	3.96E+01	-1.76E+01	2.56E+01
-2.97E+01	4.14E+01	-1.74E+01	2.69E+01
-2.97E+01	4.30E+01	-1.72E+01	2.82E+01
-2.97E+01	4.45E+01	-1.71E+01	2.96E+01
-2.97E+01	4.60E+01	-1.70E+01	3.10E+01
-2.74E+01	-4.60E+01	-1.55E+01	-3.11E+01
-2.74E+01	-4.45E+01	-1.56E+01	-2.97E+01
-2.74E+01	-4.30E+01	-1.57E+01	-2.84E+01
-2.74E+01	-4.14E+01	-1.59E+01	-2.71E+01
-2.74E+01	-3.96E+01	-1.61E+01	-2.58E+01
-2.74E+01	-3.78E+01	-1.63E+01	-2.45E+01
-2.74E+01	-3.59E+01	-1.66E+01	-2.32E+01
-2.74E+01	-3.39E+01	-1.68E+01	-2.19E+01
-2.74E+01	-3.19E+01	-1.71E+01	-2.05E+01
-2.74E+01	-2.97E+01	-1.74E+01	-1.91E+01
-2.74E+01	-2.74E+01	-1.77E+01	-1.77E+01
-2.74E+01	-2.50E+01	-1.79E+01	-1.61E+01
-2.74E+01	-2.25E+01	-1.82E+01	-1.45E+01
-2.74E+01	-1.99E+01	-1.84E+01	-1.29E+01
-2.74E+01	-1.73E+01	-1.86E+01	-1.12E+01
-2.74E+01	-1.45E+01	-1.88E+01	-9.40E+00
-2.74E+01	-1.17E+01	-1.90E+01	-7.58E+00
-2.74E+01	-8.83E+00	-1.91E+01	-5.73E+00
-2.74E+01	-5.91E+00	-1.92E+01	-3.84E+00
-2.74E+01	-2.96E+00	-1.93E+01	-1.93E+00
-2.74E+01	0.00E+00	-1.93E+01	0.00E+00
-2.74E+01	2.96E+00	-1.93E+01	1.93E+00
-2.74E+01	5.91E+00	-1.92E+01	3.84E+00
-2.74E+01	8.83E+00	-1.91E+01	5.73E+00
-2.74E+01	1.17E+01	-1.90E+01	7.58E+00
-2.74E+01	1.45E+01	-1.88E+01	9.40E+00
-2.74E+01	1.73E+01	-1.86E+01	1.12E+01
-2.74E+01	1.99E+01	-1.84E+01	1.29E+01
-2.74E+01	2.25E+01	-1.82E+01	1.45E+01
-2.74E+01	2.50E+01	-1.79E+01	1.61E+01
-2.74E+01	2.74E+01	-1.77E+01	1.77E+01
-2.74E+01	2.97E+01	-1.74E+01	1.91E+01
-2.74E+01	3.19E+01	-1.71E+01	2.05E+01
-2.74E+01	3.39E+01	-1.68E+01	2.19E+01
-2.74E+01	3.59E+01	-1.66E+01	2.32E+01
-2.74E+01	3.78E+01	-1.63E+01	2.45E+01
-2.74E+01	3.96E+01	-1.61E+01	2.58E+01
-2.74E+01	4.14E+01	-1.59E+01	2.71E+01
-2.74E+01	4.30E+01	-1.57E+01	2.84E+01
-2.74E+01	4.45E+01	-1.56E+01	2.97E+01
-2.74E+01	4.60E+01	-1.55E+01	3.11E+01
